  Elapsed time	   ECG1	   ECG2
       0:54.727	  2.605	 -0.065
       0:54.734	  2.705	  0.565
       0:54.742	  2.245	  0.505
       0:54.750	  0.465	 -0.795
       0:54.758	 -0.405	 -0.575
       0:54.766	 -0.335	 -0.105
       0:54.773	 -0.305	 -0.025
       0:54.781	 -0.365	 -0.065
       0:54.789	 -0.385	 -0.045
       0:54.797	 -0.385	 -0.075
       0:54.805	 -0.375	 -0.085
       0:54.813	 -0.375	 -0.095
       0:54.820	 -0.335	 -0.085
       0:54.828	 -0.345	 -0.075
       0:54.836	 -0.355	 -0.075
       0:54.844	 -0.275	 -0.115
       0:54.852	 -0.255	 -0.085
       0:54.859	 -0.245	 -0.115
       0:54.867	 -0.245	 -0.155
       0:54.875	 -0.215	 -0.155
       0:54.883	 -0.185	 -0.185
       0:54.891	 -0.175	 -0.195
       0:54.898	 -0.205	 -0.215
       0:54.906	 -0.165	 -0.225
       0:54.914	 -0.165	 -0.275
       0:54.922	 -0.165	 -0.265
       0:54.930	 -0.175	 -0.265
       0:54.938	 -0.245	 -0.235
       0:54.945	 -0.215	 -0.235
       0:54.953	 -0.205	 -0.235
       0:54.961	 -0.155	 -0.205
       0:54.969	 -0.135	 -0.145
       0:54.977	 -0.115	 -0.105
       0:54.984	 -0.095	 -0.075
       0:54.992	 -0.135	 -0.055
       0:55.000	 -0.175	 -0.015
       0:55.008	 -0.165	 -0.015
       0:55.016	 -0.135	 -0.005
       0:55.023	 -0.145	  0.035
       0:55.031	 -0.175	  0.025
       0:55.039	 -0.175	 -0.005
       0:55.047	 -0.165	  0.015
       0:55.055	 -0.145	  0.005
       0:55.063	 -0.195	 -0.005
       0:55.070	 -0.205	 -0.005
       0:55.078	 -0.165	 -0.005
       0:55.086	 -0.185	  0.025
       0:55.094	 -0.165	  0.025
       0:55.102	 -0.135	 -0.005
       0:55.109	 -0.165	  0.025
       0:55.117	 -0.205	 -0.005
       0:55.125	 -0.155	 -0.005
       0:55.133	 -0.145	 -0.005
       0:55.141	 -0.165	 -0.005
       0:55.148	 -0.175	  0.025
       0:55.156	 -0.175	  0.015
       0:55.164	 -0.125	  0.025
       0:55.172	 -0.085	  0.095
       0:55.180	 -0.105	  0.065
       0:55.188	 -0.145	  0.065
       0:55.195	 -0.025	  0.065
       0:55.203	  0.005	  0.005
       0:55.211	 -0.045	 -0.045
       0:55.219	 -0.085	 -0.015
       0:55.227	 -0.095	 -0.025
       0:55.234	 -0.115	  0.025
       0:55.242	 -0.175	  0.035
       0:55.250	 -0.175	 -0.015
       0:55.258	 -0.205	  0.005
       0:55.266	 -0.275	 -0.005
       0:55.273	 -0.255	 -0.005
       0:55.281	 -0.225	 -0.015
       0:55.289	 -0.145	 -0.005
       0:55.297	 -0.185	  0.055
       0:55.305	 -0.395	  0.235
       0:55.313	 -0.925	  0.115
       0:55.320	 -0.445	 -0.195
       0:55.328	  0.985	 -0.365
       0:55.336	  2.495	 -0.115
       0:55.344	  2.925	  0.325
       0:55.352	  2.605	  0.545
       0:55.359	  1.095	 -0.665
       0:55.367	 -0.215	 -0.605
       0:55.375	 -0.285	 -0.135
       0:55.383	 -0.295	  0.005
       0:55.391	 -0.315	 -0.005
       0:55.398	 -0.325	 -0.015
       0:55.406	 -0.345	 -0.005
       0:55.414	 -0.335	 -0.035
       0:55.422	 -0.335	 -0.025
       0:55.430	 -0.335	 -0.045
       0:55.438	 -0.265	 -0.045
       0:55.445	 -0.275	 -0.055
       0:55.453	 -0.295	 -0.035
       0:55.461	 -0.255	 -0.055
       0:55.469	 -0.195	 -0.075
       0:55.477	 -0.185	 -0.085
       0:55.484	 -0.165	 -0.095
       0:55.492	 -0.165	 -0.115
       0:55.500	 -0.135	 -0.145
       0:55.508	 -0.165	 -0.155
       0:55.516	 -0.115	 -0.155
       0:55.523	 -0.125	 -0.215
       0:55.531	 -0.115	 -0.205
       0:55.539	 -0.135	 -0.235
       0:55.547	 -0.175	 -0.225
       0:55.555	 -0.195	 -0.195
       0:55.563	 -0.175	 -0.195
       0:55.570	 -0.185	 -0.195
       0:55.578	 -0.185	 -0.135
       0:55.586	 -0.135	 -0.095
       0:55.594	 -0.095	 -0.075
       0:55.602	 -0.095	 -0.025
       0:55.609	 -0.105	 -0.005
       0:55.617	 -0.125	 -0.005
       0:55.625	 -0.115	  0.005
       0:55.633	 -0.125	  0.025
       0:55.641	 -0.145	  0.055
       0:55.648	 -0.115	  0.015
       0:55.656	 -0.135	  0.015
       0:55.664	 -0.125	  0.025
       0:55.672	 -0.135	  0.045
       0:55.680	 -0.115	 -0.005
       0:55.688	 -0.145	 -0.005
       0:55.695	 -0.125	  0.005
       0:55.703	 -0.105	  0.025
       0:55.711	 -0.105	  0.025
       0:55.719	 -0.125	  0.005
       0:55.727	 -0.115	  0.005
       0:55.734	 -0.145	  0.025
       0:55.742	 -0.115	  0.025
       0:55.750	 -0.095	  0.025
       0:55.758	 -0.115	  0.025
       0:55.766	 -0.115	  0.055
       0:55.773	 -0.065	  0.075
       0:55.781	 -0.055	  0.095
       0:55.789	 -0.055	  0.105
       0:55.797	 -0.015	  0.105
       0:55.805	  0.035	  0.025
       0:55.813	  0.005	  0.005
       0:55.820	 -0.065	 -0.025
       0:55.828	 -0.035	  0.015
       0:55.836	 -0.115	  0.035
       0:55.844	 -0.075	  0.065
       0:55.852	 -0.115	  0.035
       0:55.859	 -0.165	  0.025
       0:55.867	 -0.175	  0.045
       0:55.875	 -0.195	  0.005
       0:55.883	 -0.185	  0.015
       0:55.891	 -0.195	  0.025
       0:55.898	 -0.115	  0.025
       0:55.906	 -0.215	  0.145
       0:55.914	 -0.845	  0.195
       0:55.922	 -0.685	 -0.105
       0:55.930	  0.645	 -0.535
       0:55.938	  2.365	 -0.215
       0:55.945	  2.935	  0.355
       0:55.953	  2.755	  0.725
       0:55.961	  1.585	 -0.515
       0:55.969	  0.035	 -0.785
       0:55.977	 -0.275	 -0.215
       0:55.984	 -0.255	  0.025
       0:55.992	 -0.275	 -0.015
       0:56.000	 -0.315	 -0.035
       0:56.008	 -0.355	 -0.025
       0:56.016	 -0.275	 -0.025
       0:56.023	 -0.305	 -0.025
       0:56.031	 -0.295	 -0.075
       0:56.039	 -0.265	 -0.065
       0:56.047	 -0.255	 -0.045
       0:56.055	 -0.255	 -0.075
       0:56.063	 -0.245	 -0.085
       0:56.070	 -0.215	 -0.105
       0:56.078	 -0.185	 -0.105
       0:56.086	 -0.165	 -0.135
       0:56.094	 -0.145	 -0.115
       0:56.102	 -0.135	 -0.155
       0:56.109	 -0.125	 -0.185
       0:56.117	 -0.115	 -0.205
       0:56.125	 -0.065	 -0.225
       0:56.133	 -0.075	 -0.255
       0:56.141	 -0.095	 -0.235
       0:56.148	 -0.115	 -0.265
       0:56.156	 -0.165	 -0.255
       0:56.164	 -0.165	 -0.275
       0:56.172	 -0.195	 -0.265
       0:56.180	 -0.155	 -0.205
       0:56.188	 -0.135	 -0.165
       0:56.195	 -0.105	 -0.135
       0:56.203	 -0.115	 -0.045
       0:56.211	 -0.115	 -0.055
       0:56.219	 -0.105	 -0.025
       0:56.227	 -0.105	 -0.015
       0:56.234	 -0.135	 -0.005
       0:56.242	 -0.105	  0.015
       0:56.250	 -0.105	  0.005
       0:56.258	 -0.125	  0.005
       0:56.266	 -0.145	 -0.005
       0:56.273	 -0.125	 -0.015
       0:56.281	 -0.135	 -0.015
       0:56.289	 -0.145	 -0.015
       0:56.297	 -0.095	  0.015
       0:56.305	 -0.095	  0.005
       0:56.313	 -0.135	 -0.015
       0:56.320	 -0.115	 -0.005
       0:56.328	 -0.095	 -0.015
       0:56.336	 -0.105	 -0.025
       0:56.344	 -0.115	 -0.025
       0:56.352	 -0.105	 -0.005
       0:56.359	 -0.175	 -0.015
       0:56.367	 -0.095	 -0.025
       0:56.375	 -0.175	 -0.015
       0:56.383	 -0.125	 -0.005
       0:56.391	 -0.055	  0.035
       0:56.398	 -0.045	  0.025
       0:56.406	 -0.065	  0.025
       0:56.414	 -0.045	  0.035
       0:56.422	  0.065	 -0.005
       0:56.430	  0.065	 -0.045
       0:56.438	 -0.035	 -0.085
       0:56.445	 -0.075	 -0.025
       0:56.453	 -0.135	 -0.035
       0:56.461	 -0.085	  0.005
       0:56.469	 -0.125	 -0.025
       0:56.477	 -0.125	 -0.025
       0:56.484	 -0.165	 -0.025
       0:56.492	 -0.215	 -0.035
       0:56.500	 -0.175	 -0.025
       0:56.508	 -0.175	  0.005
       0:56.516	 -0.165	 -0.045
       0:56.523	 -0.185	  0.055
       0:56.531	 -0.705	  0.155
       0:56.539	 -0.815	 -0.155
       0:56.547	  0.385	 -0.735
       0:56.555	  2.215	 -0.225
       0:56.563	  2.865	  0.475
       0:56.570	  2.575	  0.795
       0:56.578	  1.095	 -0.605
       0:56.586	 -0.155	 -0.685
       0:56.594	 -0.285	 -0.175
       0:56.602	 -0.315	 -0.035
       0:56.609	 -0.315	 -0.035
       0:56.617	 -0.335	 -0.085
       0:56.625	 -0.345	 -0.105
       0:56.633	 -0.325	 -0.075
       0:56.641	 -0.305	 -0.085
       0:56.648	 -0.285	 -0.085
       0:56.656	 -0.285	 -0.115
       0:56.664	 -0.255	 -0.105
       0:56.672	 -0.245	 -0.115
       0:56.680	 -0.225	 -0.145
       0:56.688	 -0.225	 -0.175
       0:56.695	 -0.205	 -0.155
       0:56.703	 -0.215	 -0.155
       0:56.711	 -0.125	 -0.185
       0:56.719	 -0.125	 -0.225
       0:56.727	 -0.155	 -0.245
       0:56.734	 -0.125	 -0.255
       0:56.742	 -0.105	 -0.305
       0:56.750	 -0.105	 -0.335
       0:56.758	 -0.125	 -0.345
       0:56.766	 -0.155	 -0.335
       0:56.773	 -0.145	 -0.325
       0:56.781	 -0.185	 -0.345
       0:56.789	 -0.155	 -0.285
       0:56.797	 -0.175	 -0.295
       0:56.805	 -0.115	 -0.235
       0:56.813	 -0.115	 -0.175
       0:56.820	 -0.085	 -0.115
       0:56.828	 -0.075	 -0.065
       0:56.836	 -0.155	 -0.065
       0:56.844	 -0.095	 -0.035
       0:56.852	 -0.105	 -0.015
       0:56.859	 -0.115	 -0.015
       0:56.867	 -0.145	 -0.015
       0:56.875	 -0.135	 -0.025
       0:56.883	 -0.155	 -0.025
       0:56.891	 -0.105	 -0.015
       0:56.898	 -0.155	  0.005
       0:56.906	 -0.165	 -0.035
       0:56.914	 -0.115	 -0.015
       0:56.922	 -0.105	 -0.035
       0:56.930	 -0.135	 -0.005
       0:56.938	 -0.145	 -0.015
       0:56.945	 -0.115	 -0.015
       0:56.953	 -0.125	 -0.055
       0:56.961	 -0.135	 -0.025
       0:56.969	 -0.185	 -0.015
       0:56.977	 -0.105	 -0.005
       0:56.984	 -0.145	 -0.035
       0:56.992	 -0.135	 -0.005
       0:57.000	 -0.115	 -0.005
       0:57.008	 -0.155	 -0.025
       0:57.016	 -0.125	 -0.015
       0:57.023	 -0.075	  0.015
       0:57.031	 -0.095	  0.015
       0:57.039	 -0.085	  0.045
       0:57.047	 -0.025	  0.045
       0:57.055	  0.075	 -0.035
       0:57.063	 -0.005	 -0.075
       0:57.070	 -0.075	 -0.065
       0:57.078	 -0.125	 -0.055
       0:57.086	 -0.095	 -0.045
       0:57.094	 -0.155	 -0.005
       0:57.102	 -0.145	 -0.055
       0:57.109	 -0.215	 -0.045
       0:57.117	 -0.215	 -0.025
       0:57.125	 -0.185	 -0.045
       0:57.133	 -0.205	 -0.045
       0:57.141	 -0.195	 -0.045
       0:57.148	 -0.135	 -0.055
       0:57.156	 -0.295	  0.105
       0:57.164	 -0.855	  0.035
       0:57.172	 -0.455	 -0.325
       0:57.180	  0.945	 -0.635
       0:57.188	  2.495	 -0.085
       0:57.195	  2.785	  0.525
       0:57.203	  2.485	  0.805
       0:57.211	  0.955	 -0.545
       0:57.219	 -0.275	 -0.745
       0:57.227	 -0.335	 -0.275
       0:57.234	 -0.275	 -0.065
       0:57.242	 -0.355	 -0.095
       0:57.250	 -0.335	 -0.115
       0:57.258	 -0.365	 -0.115
       0:57.266	 -0.365	 -0.085
       0:57.273	 -0.305	 -0.115
       0:57.281	 -0.295	 -0.125
       0:57.289	 -0.325	 -0.145
       0:57.297	 -0.285	 -0.125
       0:57.305	 -0.255	 -0.145
       0:57.313	 -0.285	 -0.205
       0:57.320	 -0.235	 -0.175
       0:57.328	 -0.205	 -0.145
       0:57.336	 -0.205	 -0.205
       0:57.344	 -0.175	 -0.255
       0:57.352	 -0.165	 -0.265
       0:57.359	 -0.155	 -0.285
       0:57.367	 -0.155	 -0.315
       0:57.375	 -0.145	 -0.305
       0:57.383	 -0.185	 -0.365
       0:57.391	 -0.205	 -0.355
       0:57.398	 -0.215	 -0.355
       0:57.406	 -0.215	 -0.335
       0:57.414	 -0.245	 -0.305
       0:57.422	 -0.195	 -0.275
       0:57.430	 -0.105	 -0.235
       0:57.438	 -0.115	 -0.185
       0:57.445	 -0.105	 -0.115
       0:57.453	 -0.075	 -0.105
       0:57.461	 -0.125	 -0.075
       0:57.469	 -0.135	 -0.065
       0:57.477	 -0.135	 -0.065
       0:57.484	 -0.155	 -0.015
       0:57.492	 -0.165	 -0.035
       0:57.500	 -0.155	 -0.045
       0:57.508	 -0.185	 -0.025
       0:57.516	 -0.165	 -0.005
       0:57.523	 -0.185	 -0.015
       0:57.531	 -0.185	 -0.045
       0:57.539	 -0.155	 -0.055
       0:57.547	 -0.165	 -0.025
       0:57.555	 -0.155	 -0.035
       0:57.563	 -0.145	 -0.005
       0:57.570	 -0.175	 -0.015
       0:57.578	 -0.165	 -0.015
       0:57.586	 -0.165	 -0.045
       0:57.594	 -0.215	 -0.035
       0:57.602	 -0.195	 -0.025
       0:57.609	 -0.125	 -0.035
       0:57.617	 -0.135	 -0.005
       0:57.625	 -0.105	 -0.005
       0:57.633	 -0.085	  0.025
       0:57.641	 -0.105	  0.045
       0:57.648	 -0.095	  0.065
       0:57.656	 -0.055	  0.015
       0:57.664	 -0.025	 -0.055
       0:57.672	 -0.055	 -0.085
       0:57.680	 -0.075	 -0.045
       0:57.688	 -0.105	 -0.045
       0:57.695	 -0.155	 -0.005
       0:57.703	 -0.155	 -0.005
       0:57.711	 -0.175	 -0.035
       0:57.719	 -0.205	 -0.045
       0:57.727	 -0.205	 -0.065
       0:57.734	 -0.205	 -0.045
       0:57.742	 -0.195	 -0.035
       0:57.750	 -0.205	 -0.025
       0:57.758	 -0.165	 -0.005
       0:57.766	 -0.395	  0.155
       0:57.773	 -0.925	  0.125
       0:57.781	 -0.455	 -0.205
       0:57.789	  1.175	 -0.435
       0:57.797	  2.685	 -0.095
       0:57.805	  2.855	  0.445
       0:57.813	  2.295	  0.295
       0:57.820	  0.345	 -0.865
       0:57.828	 -0.375	 -0.465
       0:57.836	 -0.305	 -0.065
       0:57.844	 -0.305	 -0.045
       0:57.852	 -0.335	 -0.035
       0:57.859	 -0.335	 -0.045
       0:57.867	 -0.355	 -0.045
       0:57.875	 -0.385	 -0.085
       0:57.883	 -0.325	 -0.085
       0:57.891	 -0.315	 -0.055
       0:57.898	 -0.275	 -0.065
       0:57.906	 -0.265	 -0.085
       0:57.914	 -0.245	 -0.105
       0:57.922	 -0.245	 -0.105
       0:57.930	 -0.205	 -0.125
       0:57.938	 -0.185	 -0.145
       0:57.945	 -0.195	 -0.155
       0:57.953	 -0.195	 -0.155
       0:57.961	 -0.125	 -0.205
       0:57.969	 -0.125	 -0.205
       0:57.977	 -0.135	 -0.205
       0:57.984	 -0.185	 -0.255
       0:57.992	 -0.155	 -0.265
       0:58.000	 -0.125	 -0.245
       0:58.008	 -0.155	 -0.225
       0:58.016	 -0.175	 -0.215
       0:58.023	 -0.215	 -0.195
       0:58.031	 -0.155	 -0.165
       0:58.039	 -0.135	 -0.135
       0:58.047	 -0.125	 -0.075
       0:58.055	 -0.115	 -0.065
       0:58.063	 -0.105	 -0.035
       0:58.070	 -0.105	  0.005
       0:58.078	 -0.135	  0.005
       0:58.086	 -0.135	  0.015
       0:58.094	 -0.165	  0.005
       0:58.102	 -0.185	  0.015
       0:58.109	 -0.125	  0.025
       0:58.117	 -0.175	  0.015
       0:58.125	 -0.165	  0.005
       0:58.133	 -0.125	  0.025
       0:58.141	 -0.115	  0.025
       0:58.148	 -0.145	  0.015
       0:58.156	 -0.145	 -0.005
       0:58.164	 -0.125	 -0.015
       0:58.172	 -0.185	  0.015
       0:58.180	 -0.125	  0.035
       0:58.188	 -0.115	  0.005
       0:58.195	 -0.115	 -0.005
       0:58.203	 -0.145	  0.015
       0:58.211	 -0.135	  0.015
       0:58.219	 -0.115	  0.025
       0:58.227	 -0.095	  0.045
       0:58.234	 -0.055	  0.065
       0:58.242	 -0.045	  0.085
       0:58.250	 -0.045	  0.085
       0:58.258	  0.055	  0.005
       0:58.266	 -0.015	 -0.015
       0:58.273	 -0.075	 -0.015
       0:58.281	 -0.125	 -0.025
       0:58.289	 -0.085	  0.015
       0:58.297	 -0.095	  0.035
       0:58.305	 -0.125	 -0.005
       0:58.313	 -0.185	 -0.025
       0:58.320	 -0.235	 -0.005
       0:58.328	 -0.185	  0.015
       0:58.336	 -0.185	 -0.005
       0:58.344	 -0.195	  0.005
       0:58.352	 -0.165	  0.005
       0:58.359	 -0.265	  0.135
       0:58.367	 -0.895	  0.225
       0:58.375	 -0.785	 -0.045
       0:58.383	  0.465	 -0.445
       0:58.391	  2.375	 -0.165
       0:58.398	  3.025	  0.225
       0:58.406	  2.715	  0.585
       0:58.414	  1.485	 -0.545
       0:58.422	 -0.045	 -0.745
       0:58.430	 -0.255	 -0.205
       0:58.438	 -0.225	  0.015
       0:58.445	 -0.295	  0.015
       0:58.453	 -0.335	 -0.005
       0:58.461	 -0.335	 -0.025
       0:58.469	 -0.315	 -0.015
       0:58.477	 -0.315	 -0.015
       0:58.484	 -0.295	 -0.025
       0:58.492	 -0.285	 -0.025
       0:58.500	 -0.295	 -0.015
       0:58.508	 -0.265	 -0.055
       0:58.516	 -0.205	 -0.065
       0:58.523	 -0.175	 -0.055
       0:58.531	 -0.195	 -0.075
       0:58.539	 -0.175	 -0.075
       0:58.547	 -0.145	 -0.095
       0:58.555	 -0.145	 -0.115
       0:58.563	 -0.135	 -0.145
       0:58.570	 -0.125	 -0.165
       0:58.578	 -0.115	 -0.155
       0:58.586	 -0.105	 -0.195
       0:58.594	 -0.125	 -0.235
       0:58.602	 -0.165	 -0.215
       0:58.609	 -0.185	 -0.195
       0:58.617	 -0.215	 -0.195
       0:58.625	 -0.225	 -0.185
       0:58.633	 -0.185	 -0.165
       0:58.641	 -0.155	 -0.075
       0:58.648	 -0.115	 -0.055
       0:58.656	 -0.105	 -0.045
       0:58.664	 -0.165	 -0.015
       0:58.672	 -0.135	  0.035
       0:58.680	 -0.115	  0.025
       0:58.688	 -0.125	  0.045
       0:58.695	 -0.135	  0.045
       0:58.703	 -0.145	  0.035
       0:58.711	 -0.165	  0.015
       0:58.719	 -0.135	  0.025
       0:58.727	 -0.165	  0.025
       0:58.734	 -0.135	  0.065
       0:58.742	 -0.135	  0.015
       0:58.750	 -0.105	  0.005
       0:58.758	 -0.145	  0.015
       0:58.766	 -0.135	  0.025
       0:58.773	 -0.115	  0.035
       0:58.781	 -0.135	  0.015
       0:58.789	 -0.145	  0.035
       0:58.797	 -0.135	  0.005
       0:58.805	 -0.095	  0.005
       0:58.813	 -0.105	  0.035
       0:58.820	 -0.055	  0.045
       0:58.828	 -0.075	  0.065
       0:58.836	 -0.115	  0.085
       0:58.844	 -0.025	  0.085
       0:58.852	  0.065	  0.005
       0:58.859	 -0.005	  0.005
       0:58.867	 -0.065	 -0.035
       0:58.875	 -0.075	 -0.015
       0:58.883	 -0.095	  0.025
       0:58.891	 -0.135	  0.035
       0:58.898	 -0.175	 -0.025
       0:58.906	 -0.165	 -0.005
       0:58.914	 -0.155	  0.005
       0:58.922	 -0.185	 -0.005
       0:58.930	 -0.175	  0.005
       0:58.938	 -0.195	 -0.005
       0:58.945	 -0.185	 -0.015
       0:58.953	 -0.215	  0.125
       0:58.961	 -0.885	  0.195
       0:58.969	 -0.785	 -0.085
       0:58.977	  0.555	 -0.595
       0:58.984	  2.205	 -0.205
       0:58.992	  2.895	  0.305
       0:59.000	  2.675	  0.775
       0:59.008	  1.425	 -0.485
       0:59.016	 -0.025	 -0.755
       0:59.023	 -0.285	 -0.205
       0:59.031	 -0.225	 -0.015
       0:59.039	 -0.285	 -0.035
       0:59.047	 -0.335	 -0.025
       0:59.055	 -0.385	 -0.045
       0:59.063	 -0.385	 -0.055
       0:59.070	 -0.285	 -0.045
       0:59.078	 -0.315	 -0.025
       0:59.086	 -0.295	 -0.065
       0:59.094	 -0.265	 -0.075
       0:59.102	 -0.255	 -0.075
       0:59.109	 -0.265	 -0.085
       0:59.117	 -0.225	 -0.095
       0:59.125	 -0.185	 -0.105
       0:59.133	 -0.175	 -0.095
       0:59.141	 -0.185	 -0.135
       0:59.148	 -0.165	 -0.155
       0:59.156	 -0.135	 -0.185
       0:59.164	 -0.125	 -0.205
       0:59.172	 -0.095	 -0.205
       0:59.180	 -0.115	 -0.235
       0:59.188	 -0.155	 -0.275
       0:59.195	 -0.145	 -0.255
       0:59.203	 -0.185	 -0.265
       0:59.211	 -0.185	 -0.245
       0:59.219	 -0.225	 -0.255
       0:59.227	 -0.155	 -0.185
       0:59.234	 -0.145	 -0.135
       0:59.242	 -0.135	 -0.105
       0:59.250	 -0.135	 -0.075
       0:59.258	 -0.115	 -0.055
       0:59.266	 -0.125	 -0.025
       0:59.273	 -0.145	  0.015
       0:59.281	 -0.115	  0.005
       0:59.289	 -0.155	  0.015
       0:59.297	 -0.155	  0.015
       0:59.305	 -0.145	 -0.005
       0:59.313	 -0.145	 -0.005
       0:59.320	 -0.175	  0.025
       0:59.328	 -0.125	  0.015
       0:59.336	 -0.135	  0.005
       0:59.344	 -0.185	  0.005
       0:59.352	 -0.135	  0.015
       0:59.359	 -0.115	  0.005
       0:59.367	 -0.135	 -0.005
       0:59.375	 -0.155	  0.005
       0:59.383	 -0.165	 -0.005
       0:59.391	 -0.125	  0.005
       0:59.398	 -0.095	  0.025
       0:59.406	 -0.155	 -0.005
       0:59.414	 -0.155	 -0.015
       0:59.422	 -0.095	  0.005
       0:59.430	 -0.045	  0.055
       0:59.438	 -0.105	  0.065
       0:59.445	 -0.105	  0.065
       0:59.453	  0.045	  0.025
       0:59.461	  0.035	 -0.035
       0:59.469	 -0.045	 -0.075
       0:59.477	 -0.095	 -0.035
       0:59.484	 -0.085	 -0.025
       0:59.492	 -0.115	  0.005
       0:59.500	 -0.145	  0.015
       0:59.508	 -0.165	  0.005
       0:59.516	 -0.205	 -0.015
       0:59.523	 -0.225	 -0.035
       0:59.531	 -0.195	 -0.045
       0:59.539	 -0.185	 -0.035
       0:59.547	 -0.205	 -0.015
       0:59.555	 -0.215	  0.025
       0:59.563	 -0.595	  0.195
       0:59.570	 -0.855	 -0.015
       0:59.578	 -0.335	 -0.525
       0:59.586	  1.225	 -0.515
       0:59.594	  2.575	  0.055
       0:59.602	  2.685	  0.815
       0:59.609	  2.125	  0.355
       0:59.617	  0.495	 -0.795
       0:59.625	 -0.275	 -0.525
       0:59.633	 -0.285	 -0.115
       0:59.641	 -0.325	 -0.055
       0:59.648	 -0.345	 -0.065
       0:59.656	 -0.325	 -0.075
       0:59.664	 -0.345	 -0.075
       0:59.672	 -0.305	 -0.105
       0:59.680	 -0.305	 -0.095
       0:59.688	 -0.355	 -0.125
       0:59.695	 -0.285	 -0.125
       0:59.703	 -0.255	 -0.115
       0:59.711	 -0.295	 -0.115
       0:59.719	 -0.255	 -0.165
       0:59.727	 -0.185	 -0.195
       0:59.734	 -0.185	 -0.175
       0:59.742	 -0.185	 -0.225
       0:59.750	 -0.185	 -0.225
       0:59.758	 -0.165	 -0.255
       0:59.766	 -0.135	 -0.295
       0:59.773	 -0.105	 -0.315
       0:59.781	 -0.135	 -0.365
       0:59.789	 -0.165	 -0.385
       0:59.797	 -0.135	 -0.345
       0:59.805	 -0.175	 -0.365
       0:59.813	 -0.195	 -0.365
       0:59.820	 -0.185	 -0.325
       0:59.828	 -0.155	 -0.255
       0:59.836	 -0.135	 -0.215
       0:59.844	 -0.145	 -0.165
       0:59.852	 -0.075	 -0.135
       0:59.859	 -0.095	 -0.055
       0:59.867	 -0.145	 -0.025
